code,pvp,margen_relativo,margen_eur_negativo,coste_venta_no_impuestos,forma_pago,dias_desde_compra,tenure_days,days_last_service,en_garantia,ext_garantia_tiene,ext_garantia_financiera,garantia_dias_restantes,mantenimiento_gratuito,seguro_bateria_largo_plazo,sin_revisiones,revisiones,km_ultima_revision,km_medio_por_revision,encuesta_cliente_zona_taller,tiene_queja,lead_compra,fue_lead,frequency_total,ticket_avg,service_interval_mean_days,service_interval_std_days,edad,genero,renta_media_estimada,renta_desconocida,status_social,modelo,equipamiento,es_electrico,kw,zona
SYN007503,10909.0,0.04989091575763131,0,757.0,Otros,8,0.0,0,1,0,0,1452,0,0,1,0,0.0,0.0,4.0,0,0,0,0.0,10909.0,0.0,0.0,51,F,0.0,1,D,I,Mid-High,0,106.0,CENTRO
SYN007505,20660.0,0.10478799612778315,0,1339.0,Financiera Marca,90,0.0,0,1,1,1,1370,0,0,1,0,0.0,0.0,144.0,0,0,0,0.0,20660.0,0.0,0.0,46,F,27388.0,0,B,B,Mid,0,81.0,CENTRO
SYN007506,20066.0,0.04918718229841523,0,2409.0,Otros,80,0.0,0,1,1,0,1380,0,0,1,0,0.0,0.0,83.0,0,0,0,0.0,20066.0,0.0,0.0,56,M,19779.0,0,K,B,High,0,74.0,CENTRO
SYN007507,19472.0,0.008887633525061627,0,3115.0,Financiera Marca,11,0.0,0,1,1,1,1449,0,0,1,0,0.0,0.0,128.0,0,0,0,0.0,19472.0,0.0,0.0,38,F,29839.0,0,C,B,Mid,0,106.0,CENTRO
SYN007508,22465.0,0.07121700422880035,0,2232.0,Financiera Marca,69,0.0,0,1,0,0,1391,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,22465.0,0.0,0.0,71,M,0.0,1,Sin_dato,H,Mid,1,85.0,ESTE
SYN007509,30330.0,0.20847444774151005,0,1334.0,Contado,25,0.0,0,1,1,1,1435,0,0,1,0,0.0,0.0,84.0,0,0,0,0.0,30330.0,0.0,0.0,43,M,24374.0,0,I,J,Mid,0,183.0,NORTE
SYN007510,30136.0,0.2524044332359968,0,0.0,Contado,1,0.0,0,1,1,0,1459,0,0,1,0,0.0,0.0,78.0,0,0,0,0.0,30136.0,0.0,0.0,45,M,28951.0,0,D,I,Mid-High,0,117.0,CENTRO
SYN007511,24004.0,0.00020371604732544575,0,314.0,Contado,80,0.0,0,1,0,0,1380,0,0,1,0,0.0,0.0,16.0,0,0,0,0.0,24004.0,0.0,0.0,60,M,28571.0,0,D,B,Mid,0,106.0,NORTE
SYN007513,22327.0,-0.0969610785148027,1,2444.0,Contado,89,0.0,0,1,0,0,1371,0,1,1,0,0.0,0.0,118.0,0,0,0,0.0,22327.0,0.0,0.0,46,M,28727.0,0,G,I,Mid-High,0,106.0,ESTE
SYN007514,18242.0,0.09985582721192851,0,1243.0,Contado,57,0.0,0,1,0,0,1403,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,18242.0,0.0,0.0,52,F,0.0,1,Sin_dato,D,High,0,106.0,ESTE
SYN007515,24004.0,0.013284869188468587,0,0.0,Contado,21,0.0,0,1,0,0,1439,0,0,1,0,0.0,0.0,13.0,0,0,0,0.0,24004.0,0.0,0.0,41,F,27778.0,0,C,B,Mid-High,0,77.0,CENTRO
SYN007516,24228.0,0.2093544659072148,0,994.0,Contado,64,0.0,0,1,0,0,1396,0,1,1,0,0.0,0.0,0.0,0,1,0,0.0,24228.0,0.0,0.0,56,M,25812.0,0,Sin_dato,C,Mid-High,0,78.0,ESTE
SYN007517,20671.0,0.04806782448841372,0,716.0,Otros,44,0.0,0,1,0,0,1416,0,0,1,0,0.0,0.0,139.0,0,0,0,0.0,20671.0,0.0,0.0,38,M,26086.0,0,E,I,High,1,106.0,CENTRO
SYN007518,13433.0,0.12358892280205465,0,0.0,Contado,22,0.0,0,1,0,0,1438,0,0,1,0,0.0,0.0,87.0,0,0,0,0.0,13433.0,0.0,0.0,34,M,22411.0,0,H,I,High,1,106.0,CENTRO
SYN007519,10528.0,0.07096124620060791,0,500.0,Otros,72,0.0,0,1,0,0,1388,0,0,1,0,0.0,0.0,115.0,0,1,0,0.0,10528.0,0.0,0.0,40,M,37673.0,0,A,B,Mid,0,85.0,CENTRO
SYN007520,27147.0,-0.0007964047592735846,1,415.0,Contado,81,0.0,0,1,1,0,1379,0,0,1,0,0.0,0.0,87.0,0,0,0,0.0,27147.0,0.0,0.0,37,M,25164.0,0,H,D,Low,0,99.0,ESTE
SYN007521,19172.0,0.1075292092635093,0,1172.0,Contado,12,0.0,0,1,0,0,1448,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,19172.0,0.0,0.0,34,F,22722.0,0,Sin_dato,I,High,0,117.0,CENTRO
SYN007522,24579.0,-0.02019935717482404,1,829.0,Otros,34,0.0,0,1,0,0,1426,0,0,1,0,0.0,0.0,92.0,0,0,0,0.0,24579.0,0.0,0.0,35,M,29926.0,0,E,I,High,0,106.0,ESTE
SYN007523,22043.0,-0.11212539128067867,1,2744.0,Otros,57,0.0,0,1,1,0,1403,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,22043.0,0.0,0.0,33,F,0.0,1,Sin_dato,I,Mid-High,0,117.0,CENTRO
SYN007524,24342.0,-0.0669250677840769,1,1956.0,Contado,89,0.0,0,1,0,0,1371,0,1,1,0,0.0,0.0,116.0,0,0,0,0.0,24342.0,0.0,0.0,43,M,37446.0,0,A,D,Low,0,85.0,ESTE
SYN007525,27310.0,0.21514902965946542,0,994.0,Contado,11,0.0,0,1,0,0,1449,0,0,1,0,0.0,0.0,81.0,0,0,0,0.0,27310.0,0.0,0.0,36,M,34200.0,0,K,C,Mid,0,81.0,CENTRO
SYN007526,28405.0,0.19472557648301356,0,1624.0,Financiera Marca,55,0.0,0,1,1,1,1405,0,0,1,0,0.0,0.0,12.0,0,1,0,0.0,28405.0,0.0,0.0,23,M,16352.0,0,K,B,Mid-High,0,85.0,CENTRO
SYN007528,14273.0,-0.024618510474322147,1,2131.0,Financiera Marca,87,0.0,0,1,1,1,1373,0,0,1,0,0.0,0.0,0.0,0,1,0,0.0,14273.0,0.0,0.0,51,F,32785.0,0,Sin_dato,B,Mid-High,0,85.0,CENTRO
SYN007529,19909.0,0.10525239841277813,0,1272.0,Contado,51,0.0,0,1,0,0,1409,0,0,1,0,0.0,0.0,86.0,0,0,0,0.0,19909.0,0.0,0.0,53,M,26405.0,0,E,B,Low,0,74.0,ESTE
SYN007530,22948.0,0.1807800244029981,0,1584.0,Financiera Marca,24,0.0,0,1,1,1,1436,0,0,1,0,0.0,0.0,0.0,0,1,0,0.0,22948.0,0.0,0.0,49,M,0.0,1,Sin_dato,B,Mid-High,0,106.0,NORTE
SYN007531,17305.0,-0.0069737070210921705,1,3015.0,Financiera Marca,66,0.0,0,1,0,0,1394,0,0,1,0,0.0,0.0,115.0,0,0,0,0.0,17305.0,0.0,0.0,39,M,37759.0,0,A,I,Mid-High,0,106.0,ESTE
SYN007532,33863.0,0.21200366181377905,0,1399.0,Financiera Marca,90,0.0,0,1,0,0,1370,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,33863.0,0.0,0.0,31,M,0.0,1,Sin_dato,B,Mid-High,0,106.0,CENTRO
SYN007533,25514.0,0.19606882495884612,0,1399.0,Financiera Marca,37,0.0,0,1,0,0,1423,1,0,1,0,0.0,0.0,174.0,0,0,0,0.0,25514.0,0.0,0.0,28,F,33682.0,0,D,A,Mid-High,0,64.0,CENTRO
SYN007535,20671.0,0.03282908422427556,0,1031.0,Financiera Marca,50,0.0,0,1,0,0,1410,1,0,1,0,0.0,0.0,96.0,0,0,0,0.0,20671.0,0.0,0.0,28,M,24726.0,0,H,I,Mid-High,0,106.0,CENTRO
SYN007536,24941.0,-0.05219919008860912,1,1643.0,Contado,90,0.0,0,1,0,0,1370,0,0,1,0,0.0,0.0,12.0,0,0,0,0.0,24941.0,0.0,0.0,52,M,27183.0,0,C,I,Mid-High,0,106.0,CENTRO
SYN007538,23321.0,0.09233866472278203,0,1834.0,Financiera Marca,9,0.0,0,1,1,1,1451,0,0,1,0,0.0,0.0,117.0,0,0,0,0.0,23321.0,0.0,0.0,26,F,37098.0,0,A,B,Low,0,74.0,CENTRO
SYN007539,17391.0,0.05830257029498016,0,1896.0,Contado,22,0.0,0,1,0,0,1438,0,0,1,0,0.0,0.0,137.0,0,0,0,0.0,17391.0,0.0,0.0,56,M,31205.0,0,G,A,Mid-High,0,48.0,CENTRO
SYN007540,20470.0,0.1083732291157792,0,1251.0,Contado,30,0.0,0,1,1,1,1430,0,0,1,0,0.0,0.0,49.0,0,0,0,0.0,20470.0,0.0,0.0,45,F,0.0,1,I,I,Mid-High,0,117.0,CENTRO
SYN007541,23542.0,-0.05314119446096338,1,1559.0,Otros,41,0.0,0,1,0,0,1419,0,0,1,0,0.0,0.0,93.0,0,0,0,0.0,23542.0,0.0,0.0,48,M,27817.0,0,B,I,Mid-High,0,106.0,ESTE
SYN007542,28453.0,0.1948370997785822,0,1624.0,Financiera Marca,35,0.0,0,1,1,1,1425,0,0,1,0,0.0,0.0,142.0,0,0,0,0.0,28453.0,0.0,0.0,50,M,29818.0,0,C,J,Mid,0,183.0,CENTRO
SYN007543,33863.0,0.22396361810825974,0,994.0,Otros,77,0.0,0,1,0,0,1383,0,0,1,0,0.0,0.0,146.0,0,0,0,0.0,33863.0,0.0,0.0,45,M,25602.0,0,B,I,Mid,1,136.0,SUR
SYN007544,24004.0,-0.050996083986002326,1,1543.0,Contado,0,0.0,0,1,0,0,1460,0,0,1,0,0.0,0.0,1.0,0,0,0,0.0,24004.0,0.0,0.0,41,M,30054.0,0,B,C,Low,0,78.0,ESTE
SYN007545,28396.0,0.23696436117763064,0,424.0,Contado,16,0.0,0,1,1,0,1444,0,0,1,0,0.0,0.0,97.0,0,0,0,0.0,28396.0,0.0,0.0,51,M,25739.0,0,H,I,Mid-High,0,106.0,CENTRO
SYN007546,25671.0,-0.015441159284796073,1,1566.0,Contado,46,0.0,0,1,0,0,1414,0,1,1,0,0.0,0.0,113.0,0,0,0,0.0,25671.0,0.0,0.0,45,M,37773.0,0,A,I,High,1,106.0,NORTE
SYN007547,32392.0,-0.03486385527290689,1,1647.0,Contado,4,0.0,0,1,0,0,1456,0,0,1,0,0.0,0.0,169.0,0,0,0,0.0,32392.0,0.0,0.0,50,M,33885.0,0,A,I,Mid-High,0,106.0,ESTE
SYN007549,31001.0,-0.031040289022934743,1,1447.0,Prestamo Bancario,29,0.0,0,1,0,0,1431,0,0,1,0,0.0,0.0,1.0,0,0,0,0.0,31001.0,0.0,0.0,49,F,25767.0,0,H,J,Mid,0,123.0,CENTRO
SYN007550,31208.0,-0.22207703153037683,1,517.0,Financiera Marca,43,0.0,0,1,0,0,1417,0,1,1,0,0.0,0.0,14.0,0,0,0,0.0,31208.0,0.0,0.0,32,M,29404.0,0,D,B,Mid,0,74.0,CENTRO
SYN007551,24004.0,0.013284869188468587,0,0.0,Financiera Marca,45,0.0,0,1,1,0,1415,0,0,1,0,0.0,0.0,118.0,0,0,0,0.0,24004.0,0.0,0.0,32,M,31652.0,0,C,I,High,1,106.0,ESTE
SYN007552,20982.0,0.11988513964350395,0,1047.0,Contado,44,0.0,0,1,0,0,1416,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,20982.0,0.0,0.0,31,M,0.0,1,Sin_dato,B,Mid-High,0,71.0,ESTE
SYN007554,24685.0,-0.06080494227263521,1,1836.0,Contado,14,0.0,0,1,0,0,1446,0,0,1,0,0.0,0.0,163.0,0,0,0,0.0,24685.0,0.0,0.0,49,M,33078.0,0,A,A,Mid-High,0,61.0,NORTE
SYN007555,23542.0,-0.055180103644550164,1,1607.0,Contado,52,0.0,0,1,0,0,1408,0,0,1,0,0.0,0.0,55.0,0,0,0,0.0,23542.0,0.0,0.0,29,M,20775.0,0,B,I,Mid,1,124.0,SUR
SYN007557,23687.0,-0.028142863173892852,1,978.0,Contado,44,0.0,0,1,0,0,1416,0,1,1,0,0.0,0.0,0.0,0,0,0,0.0,23687.0,0.0,0.0,45,M,0.0,1,Sin_dato,D,Low,0,104.0,ESTE
SYN007558,22581.0,0.012628758690934858,0,0.0,Contado,11,0.0,0,1,0,0,1449,0,0,1,0,0.0,0.0,15.0,0,0,0,0.0,22581.0,0.0,0.0,42,F,33514.0,0,E,I,Mid-High,0,117.0,ESTE
SYN007559,24579.0,-0.03240489849058139,1,1129.0,Otros,68,0.0,0,1,0,0,1392,0,0,1,0,0.0,0.0,137.0,0,0,0,0.0,24579.0,0.0,0.0,57,M,31265.0,0,G,B,Mid-High,0,71.0,CENTRO
SYN007560,24004.0,0.013284869188468587,0,0.0,Otros,61,0.0,0,1,1,0,1399,0,0,1,0,0.0,0.0,87.0,0,0,0,0.0,24004.0,0.0,0.0,59,M,29020.0,0,D,B,Mid-High,0,106.0,CENTRO
SYN007562,33675.0,-0.21977164068299926,1,500.0,Contado,89,0.0,0,1,0,0,1371,0,0,1,0,0.0,0.0,0.0,0,1,0,0.0,33675.0,0.0,0.0,28,M,0.0,1,Sin_dato,D,Low,0,99.0,NORTE
SYN007563,32876.0,0.2530955712373768,0,0.0,Contado,85,0.0,0,1,1,0,1375,0,0,1,0,0.0,0.0,13.0,0,0,0,0.0,32876.0,0.0,0.0,34,M,37098.0,0,A,D,Mid,0,99.0,CENTRO
SYN007564,22465.0,0.12823903850434007,0,951.0,Contado,55,0.0,0,1,0,0,1405,0,0,1,0,0.0,0.0,86.0,0,0,0,0.0,22465.0,0.0,0.0,55,M,27315.0,0,B,D,Low,0,86.0,ESTE
SYN007565,28405.0,0.21549656750572083,0,1034.0,Contado,48,0.0,0,1,0,0,1412,0,1,1,0,0.0,0.0,0.0,0,1,0,0.0,28405.0,0.0,0.0,40,F,0.0,1,Sin_dato,B,High,0,74.0,CENTRO
SYN007567,23707.0,-0.08749061458640907,1,2386.0,Prestamo Bancario,34,0.0,0,1,0,0,1426,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,23707.0,0.0,0.0,39,M,0.0,1,Sin_dato,I,High,1,106.0,NORTE
SYN007568,19455.0,0.012900025700334104,0,3034.0,Contado,0,0.0,0,1,1,0,1460,0,0,1,0,0.0,0.0,137.0,0,0,0,0.0,19455.0,0.0,0.0,54,F,30337.0,0,E,J,Mid,0,183.0,CENTRO
SYN007569,12576.0,0.12232108778625954,0,0.0,Financiera Marca,12,0.0,0,1,0,0,1448,0,0,1,0,0.0,0.0,98.0,0,0,0,0.0,12576.0,0.0,0.0,59,F,28594.0,0,B,C,Mid,0,101.0,CENTRO
SYN007570,22031.0,0.1311801552358041,0,863.0,Contado,26,0.0,0,1,0,0,1434,0,0,1,0,0.0,0.0,84.0,0,0,0,0.0,22031.0,0.0,0.0,36,M,16291.0,0,J,D,Mid-High,0,106.0,CENTRO
SYN007571,32962.0,0.2081545415933499,0,1482.0,Financiera Marca,1,0.0,0,1,1,1,1459,0,0,1,0,0.0,0.0,89.0,0,0,0,0.0,32962.0,0.0,0.0,54,M,24272.0,0,E,I,Mid-High,0,106.0,SUR
SYN007572,36634.0,0.21568706665938744,0,1399.0,Financiera Marca,4,0.0,0,1,1,0,1456,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,36634.0,0.0,0.0,42,M,0.0,1,Sin_dato,I,Mid-High,0,106.0,NORTE
SYN007573,19994.0,0.09682454736420927,0,1447.0,Contado,50,0.0,0,1,0,0,1410,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,19994.0,0.0,0.0,49,M,0.0,1,Sin_dato,D,High,0,110.0,CENTRO
SYN007574,13693.0,0.04594610384868181,0,1068.0,Prestamo Bancario,78,0.0,0,1,1,0,1382,0,0,1,0,0.0,0.0,129.0,0,0,0,0.0,13693.0,0.0,0.0,32,F,27714.0,0,B,J,Mid,0,123.0,CENTRO
SYN007575,22609.0,-0.0615759210933699,1,1678.0,Contado,33,0.0,0,1,0,0,1427,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,22609.0,0.0,0.0,76,M,0.0,1,Sin_dato,B,Mid-High,0,71.0,CENTRO
SYN007576,12520.0,0.04906869009584665,0,916.0,Prestamo Bancario,24,0.0,0,1,0,0,1436,0,0,1,0,0.0,0.0,9.0,0,0,0,0.0,12520.0,0.0,0.0,39,M,37777.0,0,D,J,Mid,0,123.0,CENTRO
SYN007577,35358.0,0.2536294473669325,0,0.0,Contado,65,0.0,0,1,0,0,1395,0,1,1,0,0.0,0.0,95.0,0,0,0,0.0,35358.0,0.0,0.0,58,M,30076.0,0,D,B,Mid-High,0,85.0,CENTRO
SYN007578,29003.0,-0.03129434886046271,1,1345.0,Contado,27,0.0,0,1,1,0,1433,0,1,1,0,0.0,0.0,17.0,0,0,0,0.0,29003.0,0.0,0.0,33,M,28567.0,0,D,B,Mid-High,0,106.0,ESTE
SYN007579,14406.0,-0.018011245314452314,1,2058.0,Financiera Marca,60,0.0,0,1,1,1,1400,0,0,1,0,0.0,0.0,23.0,0,0,0,0.0,14406.0,0.0,0.0,24,F,27354.0,0,H,I,Mid-High,0,106.0,ESTE
SYN007580,22875.0,0.037575956284153,0,1059.0,Financiera Marca,26,0.0,0,1,0,0,1434,1,0,1,0,0.0,0.0,92.0,0,0,0,0.0,22875.0,0.0,0.0,50,M,29007.0,0,D,I,Mid-High,0,106.0,CENTRO
SYN007581,20841.0,0.11178974137517393,0,1207.0,Contado,62,0.0,0,1,1,0,1398,0,1,1,0,0.0,0.0,87.0,0,0,0,0.0,20841.0,0.0,0.0,57,M,0.0,1,H,I,Mid-High,0,106.0,CENTRO
SYN007582,30330.0,0.21836564457632707,0,1034.0,Contado,61,0.0,0,1,0,0,1399,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,30330.0,0.0,0.0,36,M,0.0,1,Sin_dato,D,Low,0,104.0,CENTRO
SYN007584,14672.0,0.10471374045801526,0,300.0,Financiera Marca,44,0.0,0,1,0,0,1416,0,0,1,0,0.0,0.0,77.0,0,0,0,0.0,14672.0,0.0,0.0,29,F,27797.0,0,D,I,Mid,1,124.0,ESTE
SYN007585,20671.0,0.03282908422427556,0,1031.0,Financiera Marca,83,0.0,0,1,0,0,1377,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,20671.0,0.0,0.0,48,M,0.0,1,Sin_dato,I,Mid-High,0,106.0,SUR
SYN007586,17175.0,0.1380320232896652,0,500.0,Prestamo Bancario,63,0.0,0,1,0,0,1397,0,0,1,0,0.0,0.0,12.0,0,0,0,0.0,17175.0,0.0,0.0,54,M,32091.0,0,D,J,Mid,0,123.0,ESTE
SYN007587,25079.0,0.013591849754774912,0,796.0,Contado,65,0.0,0,1,0,0,1395,0,0,1,0,0.0,0.0,87.0,0,0,0,0.0,25079.0,0.0,0.0,28,F,27408.0,0,I,I,Mid-High,0,106.0,CENTRO
SYN007588,19994.0,0.12163198959687906,0,951.0,Otros,29,0.0,0,1,0,0,1431,0,0,1,0,0.0,0.0,98.0,0,0,0,0.0,19994.0,0.0,0.0,70,M,27589.0,0,B,C,Mid,0,101.0,CENTRO
SYN007589,30330.0,0.21836564457632707,0,1034.0,Contado,45,0.0,0,1,0,0,1415,0,0,1,0,0.0,0.0,93.0,0,0,0,0.0,30330.0,0.0,0.0,42,M,25036.0,0,H,B,Mid,0,81.0,CENTRO
SYN007590,20232.0,0.12411773428232503,0,915.0,Contado,69,0.0,0,1,0,0,1391,0,0,1,0,0.0,0.0,112.0,0,0,0,0.0,20232.0,0.0,0.0,37,Desconocido,37075.0,0,A,B,Low,0,74.0,CENTRO
SYN007593,34448.0,-0.20475731537389688,1,0.0,Contado,72,0.0,0,1,1,0,1388,0,1,1,0,0.0,0.0,13.0,0,0,0,0.0,34448.0,0.0,0.0,50,F,32515.0,0,A,J,Mid,0,183.0,ESTE
SYN007594,24004.0,-0.060286202299616724,1,1766.0,Contado,83,0.0,0,1,0,0,1377,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,24004.0,0.0,0.0,44,M,31695.0,0,U,I,High,1,106.0,CENTRO
SYN007595,26871.0,-0.038300026050388895,1,1416.0,Contado,52,0.0,0,1,0,0,1408,1,0,1,0,0.0,0.0,96.0,0,0,0,0.0,26871.0,0.0,0.0,41,F,24808.0,0,H,H,Mid,0,85.0,CENTRO
SYN007596,28667.0,0.21242159974884012,0,1134.0,Otros,90,0.0,0,1,0,0,1370,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,28667.0,0.0,0.0,45,M,0.0,1,Sin_dato,I,Mid-High,0,106.0,CENTRO
SYN007597,22960.0,0.12163893728222996,0,1129.0,Contado,11,0.0,0,1,0,0,1449,0,0,1,0,0.0,0.0,145.0,0,0,0,0.0,22960.0,0.0,0.0,49,F,25926.0,0,H,I,Mid-High,0,106.0,CENTRO
SYN007598,27310.0,0.21514902965946542,0,994.0,Prestamo Bancario,74,0.0,0,1,0,0,1386,0,0,1,0,0.0,0.0,116.0,0,0,0,0.0,27310.0,0.0,0.0,30,M,37084.0,0,A,I,Mid-High,0,117.0,CENTRO
SYN007599,18694.0,0.005975179201882957,0,3035.0,Contado,40,0.0,0,1,0,0,1420,0,0,1,0,0.0,0.0,9.0,0,0,0,0.0,18694.0,0.0,0.0,57,F,27306.0,0,G,C,Mid-High,0,78.0,CENTRO
SYN007600,14406.0,-0.018011245314452314,1,2058.0,Financiera Marca,75,0.0,0,1,1,1,1385,0,0,1,0,0.0,0.0,9.0,0,0,0,0.0,14406.0,0.0,0.0,43,F,28922.0,0,D,I,High,0,106.0,CENTRO
SYN007601,35358.0,0.23674500820182137,0,597.0,Contado,29,0.0,0,1,1,0,1431,0,1,1,0,0.0,0.0,94.0,0,1,0,0.0,35358.0,0.0,0.0,48,M,28095.0,0,B,I,Mid,1,136.0,NORTE
SYN007602,30330.0,0.21836564457632707,0,1034.0,Contado,64,0.0,0,1,0,0,1396,0,0,1,0,0.0,0.0,66.0,0,1,0,0.0,30330.0,0.0,0.0,31,M,0.0,1,C,C,Mid,0,101.0,CENTRO
SYN007603,21990.0,0.11175898135516144,0,1288.0,Contado,69,0.0,0,1,1,0,1391,0,0,1,0,0.0,0.0,99.0,0,0,0,0.0,21990.0,0.0,0.0,74,M,27882.0,0,I,I,High,0,106.0,ESTE
SYN007604,30330.0,0.21836564457632707,0,1034.0,Contado,38,0.0,0,1,0,0,1422,0,0,1,0,0.0,0.0,0.0,0,1,0,0.0,30330.0,0.0,0.0,45,M,0.0,1,Sin_dato,C,Mid,0,101.0,ESTE
SYN007605,27147.0,-0.005364128632998122,1,539.0,Contado,84,0.0,0,1,0,0,1376,0,0,1,0,0.0,0.0,26.0,0,0,0,0.0,27147.0,0.0,0.0,51,M,30857.0,0,B,B,Mid-High,0,85.0,CENTRO
SYN007606,26447.0,0.23521495821832342,0,424.0,Otros,14,0.0,0,1,0,0,1446,0,1,1,0,0.0,0.0,0.0,0,0,0,0.0,26447.0,0.0,0.0,53,M,28417.0,0,U,A,Mid-High,0,64.0,ESTE
SYN007607,35601.0,0.21426870031740683,0,1403.0,Contado,67,0.0,0,1,1,0,1393,0,0,1,0,0.0,0.0,93.0,0,0,0,0.0,35601.0,0.0,0.0,38,M,27891.0,0,B,B,Mid-High,0,85.0,CENTRO
SYN007608,28453.0,0.18791340104734122,0,1821.0,Financiera Marca,54,0.0,0,1,1,1,1406,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,28453.0,0.0,0.0,45,M,0.0,1,Sin_dato,I,High,0,117.0,CENTRO
SYN007609,28287.0,0.20099056103510446,0,1439.0,Financiera Marca,16,0.0,0,1,0,0,1444,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,28287.0,0.0,0.0,49,M,0.0,1,Sin_dato,B,Mid,0,81.0,CENTRO
SYN007611,24528.0,-0.05143876386170907,1,1593.0,Contado,4,0.0,0,1,0,0,1456,0,0,1,0,0.0,0.0,53.0,0,0,0,0.0,24528.0,0.0,0.0,67,M,25977.0,0,G,I,High,1,106.0,SUR
SYN007612,23048.0,0.05288745227351614,0,716.0,Contado,43,0.0,0,1,0,0,1417,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,23048.0,0.0,0.0,38,F,0.0,1,Sin_dato,D,Low,0,99.0,NORTE
SYN007613,31988.0,0.2218103663873953,0,994.0,Contado,54,0.0,0,1,0,0,1406,0,0,1,0,0.0,0.0,19.0,0,1,0,0.0,31988.0,0.0,0.0,33,M,27330.0,0,E,I,Mid-High,0,106.0,CENTRO
SYN007614,36634.0,0.21568706665938744,0,1399.0,Financiera Marca,83,0.0,0,1,1,0,1377,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,36634.0,0.0,0.0,31,M,0.0,1,Sin_dato,B,High,0,74.0,NORTE
SYN007615,26176.0,0.015339624083129583,0,796.0,Contado,16,0.0,0,1,1,0,1444,0,0,1,0,0.0,0.0,18.0,0,0,0,0.0,26176.0,0.0,0.0,78,M,27194.0,0,E,B,Mid,0,74.0,ESTE
SYN007616,17988.0,0.10409272848565711,0,1146.0,Contado,2,0.0,0,1,0,0,1458,0,1,1,0,0.0,0.0,117.0,0,0,0,0.0,17988.0,0.0,0.0,37,M,27518.0,0,E,D,Mid-High,0,106.0,ESTE
SYN007617,22948.0,0.20649032595433153,0,994.0,Otros,1,0.0,0,1,0,0,1459,0,0,1,0,0.0,0.0,75.0,0,0,0,0.0,22948.0,0.0,0.0,46,F,23722.0,0,G,B,Mid,0,85.0,NORTE
SYN007618,11475.0,0.062025272331154686,0,670.0,Contado,38,0.0,0,1,0,0,1422,0,0,1,0,0.0,0.0,17.0,0,0,0,0.0,11475.0,0.0,0.0,39,F,35105.0,0,E,I,Mid-High,0,106.0,CENTRO
SYN007619,21393.0,-0.03762866358154537,1,1062.0,Contado,20,0.0,0,1,0,0,1440,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,21393.0,0.0,0.0,50,M,0.0,1,Sin_dato,I,Mid,0,106.0,ESTE
SYN007621,20671.0,0.0432301291664651,0,816.0,Contado,33,0.0,0,1,0,0,1427,0,0,1,0,0.0,0.0,0.0,0,1,0,0.0,20671.0,0.0,0.0,32,F,0.0,1,Sin_dato,B,Mid-High,0,106.0,CENTRO
SYN007622,28453.0,0.1948370997785822,0,1624.0,Financiera Marca,68,0.0,0,1,1,1,1392,0,0,1,0,0.0,0.0,122.0,0,1,0,0.0,28453.0,0.0,0.0,44,M,33143.0,0,E,D,Mid,0,120.0,CENTRO
SYN007624,15195.0,0.02841263573543929,0,1479.0,Financiera Marca,45,0.0,0,1,1,1,1415,1,0,1,0,0.0,0.0,0.0,0,0,0,0.0,15195.0,0.0,0.0,58,M,0.0,1,Sin_dato,B,Mid,0,81.0,CENTRO
SYN007625,23423.0,0.18675575289245613,0,1482.0,Financiera Marca,47,0.0,0,1,1,1,1413,0,0,1,0,0.0,0.0,16.0,0,0,0,0.0,23423.0,0.0,0.0,40,F,31867.0,0,D,D,Low,0,85.0,ESTE
SYN007626,12315.0,-0.009322777101096224,1,1616.0,Contado,78,0.0,0,1,0,0,1382,0,0,1,0,0.0,0.0,0.0,0,0,0,0.0,12315.0,0.0,0.0,44,F,25103.0,0,Sin_dato,A,Mid-High,0,48.0,ESTE
SYN007628,19614.0,0.10068624451922097,0,1339.0,Financiera Marca,16,0.0,0,1,1,1,1444,0,0,1,0,0.0,0.0,9.0,0,1,0,0.0,19614.0,0.0,0.0,49,M,27510.0,0,E,I,High,0,106.0,ESTE
SYN007630,26543.0,-0.12300531213502618,1,3644.0,Contado,56,0.0,0,1,0,0,1404,0,0,1,0,0.0,0.0,129.0,0,0,0,0.0,26543.0,0.0,0.0,38,M,27708.0,0,G,I,High,1,106.0,NORTE
